LBRRY_CD,LBRRY_NM,LBRRY_ADDR,LBRRY_LA,LBRRY_LO,ONE_AREA_NM,TWO_AREA_NM,LBRRY_NO,API_LBRRY_NO,TEL_NO,FAX_NO,HMPG_VALUE,OPNNG_TIME,CLOSEDON_DC,LBRRY_TY_CD,LBRRY_TY_NM,FOND_MBY_VALUE,OPNNG_YEAR,ZIP_NO,X_CRDNT_VALUE,Y_CRDNT_VALUE,MUMM_LON_YEAR,BSNS_PARTCPTN_YEAR,MASTR_LBRRY_CD,LBRRY_NCM_NM,ETC_LBRRY_CD,AREA_CD,ETC_LBRRY_ADDR,ETC_LBRRY_NM,TWO_ETC_LBRRY_NM,REPRSNT_AT,ONE_AREA_CD,TWO_AREA_CD,WETHR_AREA_CD
4720,서울특별시교육청송파도서관,서울특별시 송파구 동남로 263,37.4999933,127.134839,서울특별시,송파구,111030,111030,02-3434-3333,02-404-7957,https://splib.sen.go.kr/,"인문사회과학실 · 어학문학실(연속간행물실) [평일] 09:00~20:00 [주말] 09:00~17:00 / 어린이실 · 디지털자료실 [평일] 09:00~18:00 [주말] 09:00~17:00 / 일반열람실  07:00~22:00(단, 11월~2월 08:00~22:00)","매월 두번째, 네번째 화요일 / 법정공휴일, 기타 도서관 필요에 의해 정하는 날",1,공공,교육청,1994,05725,967723.332194525,1944588.19671815,1994,2015,4700,송파,MW,1,서울특별시 송파구 오금동 51,송파도서관,송파도서관,N,서울특별시,송파구,서울
4721,서울특별시교육청마포평생학습관아현분관,서울특별시 마포구 마포대로 224,37.5538448,126.957198,서울특별시,마포구,111031,111031,02-362-8785,02-393-1586,http://ahyon.sen.go.kr/,07:00-22:00,"매월 둘째주, 넷째주 월요일 / 일요일을 제외한 법정공휴일, 기타의 사유로 휴관일 필요하다고 인정하는 날",1,공공,교육청,1980,04202,952055.977631655,1950638.46108186,1980,2015,4700,아현,MX,1,서울특별시 마포구 아현동 602-1,마포평생학습관아현분관,마포평생 아현분관,N,서울특별시,마포구,서울
4722,서울특별시교육청강남도서관,서울특별시 강남구 선릉로116길 45,37.5137356,127.046991,서울특별시,강남구,111003,111003,02-3448-4741,02-3443-4713,http://gnlib.sen.go.kr/,자료실 평일09:00-18:00 (종합자료실 20:00) 주말09:00-17:00,"매월 첫째주, 셋째주 수요일 / 법정공휴일, 기타 사정으로 도서관장이 정하는 날",1,공공,교육청,1982,06093,959965.727899655,1946146.56879647,1982,2015,4700,강남,MA,1,서울특별시 강남구 삼성동 28,강남도서관,강남도서관,N,서울특별시,강남구,서울
4300,부천시립상동도서관,경기도 부천시 상이로 12,37.4900669,126.7446997,경기도,부천시,141321,141321,032-625-4705,032-625-4559,http://www.bcl.go.kr/,자료실-평일09:00~22:00 토일09:00~17:00 / 열람실-07:00~22:00,매주 금요일 / 법정공휴일,1,공공,지자체,2011,14594,933229.601791054243222,1943692.18666528,2011,2015,4300,상동,AA,7,경기도 부천시 원미구 상동 620-4,부천시립상동도서관,부천시립상동도서관,Y,경기도,부천시,인천
4303,부천시립원미도서관,경기도 부천시 소사로 456,37.4990095,126.798221,경기도,부천시,141535,141535,032-625-4723,032-625-4719,http://www.bcl.go.kr/,"자료실-화~금(09:00-22:00), 토~일(09:00-17:00), 열람실- 07:00-22:00",매주 월요일 / 법정공휴일,1,공공,지자체,1994,14659,937968.477355661,1944647.7024305,1994,2015,4300,원미,AB,7,경기도 부천시 원미구 원미동 15,부천시립원미도서관,부천시립원미도서관,N,경기도,부천시,인천
4304,부천시립심곡도서관,경기도 부천시 성무로 24,37.4803981,126.783837,경기도,부천시,141043,141043,032-625-4588,032-625-4599,http://www.bcl.go.kr/,295일(2011.12.31.기준),매주 월요일 / 법정공휴일,1,공공,지자체,1985,14751,936681.323480984,1942592.44366277,1985,2015,4300,심곡,AC,7,경기도 부천시 소사구 심곡본동 555-76,부천시립심곡도서관,부천시립심곡도서관,N,경기도,부천시,인천
4305,부천시립북부도서관,경기도 부천시 삼작로301번길 5,37.5205458,126.794658,경기도,부천시,141056,141056,032-625-4605,032-625-4619,http://www.bcl.go.kr/,열람실 07:00~22:00 자료실 09:00~18:00(평일) 09:00~17:00(주말),매주 월요일 / 법정공휴일,1,공공,지자체,1999,14459,937671.444235862,1947039.40204889,1999,2015,4300,북부,AD,7,경기도 부천시 원미구 도당동 132,부천시립북부도서관,부천시립북부도서관,N,경기도,부천시,인천
4306,부천시립꿈빛도서관,경기도 부천시 신흥로275번길 19,37.50817,126.773731,경기도,부천시,141065,141065,032-625-4622,032-625-4639,https://www.bcl.go.kr,07:00~22:00,매주 월요일 / 법정공휴일,1,공공,지자체,2002,14535,935811.575357758,1945680.43763121,2002,2015,4300,꿈빛,AE,7,경기도 부천시 원미구 중동 1051-8,부천시립도서관 꿈빛분관,부천시립꿈빛도서관,N,경기도,부천시,인천
4307,부천시립책마루도서관,경기도 부천시 심중로 121,37.4939282,126.770049,경기도,부천시,141115,141115,032-625-4645,032-625-4649,http://www.bcl.go.kr/,09:00 ~ 18:00 (토.일 09:00~17:00),매주 월요일 / 법정공휴일,1,공공,지자체,2007,14609,935473.896377484,1944102.89901987,2007,2015,4300,책마루,AF,7,경기도 부천시 원미구 중동 1192-3,부천시립책마루도서관,부천시립책마루도서관,N,경기도,부천시,인천
4308,부천시립한울빛도서관,경기도 부천시 소사로 107,37.4679263,126.796549,경기도,부천시,141151,141151,032-625-4670,032-625-4679,http://www.bcl.go.kr/,"월-목(09:00-18:00, 종합자료실 09:00-22:00) 토-일(09:00-17:00)",매주 금요일 / 법정공휴일,1,공공,지자체,2008,14761,937794.918201254,1941200.29500898,2008,2015,4300,한울빛,AG,7,경기도 부천시 소사구 소사본동 334-3,부천시립한울빛도서관,부천시립한울빛도서관,N,경기도,부천시,인천
4309,부천시립꿈여울도서관,경기도 부천시 까치로 103,37.5155641,126.805529,경기도,부천시,141248,141248,032-625-4688,032-625-4699,http://www.bcl.go.kr/,월요일-목요일 09:00-21:00 / 토-일요일 09:00-17:00,매주 금요일 / 법정공휴일,1,공공,지자체,2010,14474,938628.008042634,1946479.55934761,2010,2015,4300,꿈여울,AH,7,경기도 부천시 오정구 작동 67-1,부천시립꿈여울도서관,부천시립꿈여울도서관,N,경기도,부천시,인천
4310,상동역칙칙폭폭도서관,경기도 부천시 길주로 104,37.5058136,126.753162,경기도,부천시,741005,741005,032-625-4786,-,http://bcsl.go.kr/,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,공립,2012,14545,933991.563873518,1945433.23652138,2012,2017,4300,상동역(작),BA,7,경기도 부천시 원미구 상동 633,(부천)칙칙폭폭도서관,(부천)칙칙폭폭도서관,N,경기도,부천시,강서
4311,숲속작은도서관,경기도 부천시 소향로 162,37.4997953,126.765349,경기도,부천시,741006,741006,032-625-4555,-,https://www.bcl.go.kr,-,매주 월요일 / 법정공휴일,2,작은,공립,2013,14584,935063.501285725,1944757.05663411,2013,2017,4300,숲속(작),BB,7,경기도 부천시 원미구 중동 1177,(부천)중앙공원숲속작은도서관,(부천)중앙공원숲속작은도서관,N,경기도,부천시,강서
4312,도란도란작은도서관,경기도 부천시 고리울로 79,37.52704,126.82495,경기도,부천시,141182,141182,032-679-9702,-,https://www.bcl.go.kr/,-,매주 일요일 / 법정공휴일,2,작은,공립,2002,14409,940353.443911314,1947740.26169235,2002,2017,4300,도란(작),BC,7,경기도 부천시 오정구 고강본동 324-4,도란도란 작은도서관,도란도란 작은도서관,N,경기도,부천시,강서
4313,복사꽃필무렵작은도서관,"경기도 부천시 성주로249번길 19, 2층",37.480664,126.780105,경기도,부천시,141186,141186,032-665-6053,-,http://www.bcl.go.kr/,-,매주 일요일 / 법정공휴일,2,작은,공립,2002,14714,936351.584274975,1942624.46012906,2002,2017,4300,복사꽃(작),BD,7,경기도 부천시 심곡본동 685-15,복사꽃필무렵작은도서관,복사꽃필무렵작은도서관,N,경기도,부천시,강서
4314,꿈꾸는새싹작은도서관,경기도 부천시 성오로149번길 18,37.52592,126.79781,경기도,부천시,141215,141215,032-676-3012,-,https://www.bcl.go.kr/,-,매주 일요일 / 법정공휴일,2,작은,공립,2002,14429,937954.42982637,1947633.56021487,2002,2017,4300,새싹(작),BE,7,경기도 부천시 오정구 오정동,꿈꾸는 새싹 작은도서관,새싹어린이도서관 (작은도서관),N,경기도,부천시,강서
4315,아름드리작은도서관,경기도 부천시 삼작로 52,37.51968,126.76656,경기도,부천시,741004,741004,032-323-3160,-,https://www.bcl.go.kr,-,매주 일요일 / 법정공휴일,2,작은,공립,2002,14501,935187.740622279,1946962.3337463,2002,2017,4300,아름드리(작),BF,7,경기도 부천시 오정구 삼정동 365-2,아름드리도서관,아름드리도서관,N,경기도,부천시,강서
4316,약대신나는가족도서관,경기도 부천시 수도로 44,37.51333,126.77127,경기도,부천시,141211,141211,032-682-5800,-,https://www.bcl.go.kr,"월~금 09:00~18:00, 토요일 10:00~15:00",매주 일요일 / 법정공휴일,2,작은,공립,2002,14518,935598.500339707,1946254.5964587,2002,2017,4300,신나는(작),BG,7,경기도 부천시 원미구 약대동 123,약대신나는가족도서관,약대신나는 가족도서관 (작은도서관),N,경기도,부천시,강서
4317,꿈나무가족작은도서관,경기도 부천시 부광로8번길 53,37.4826,126.81018,경기도,부천시,141197,141197,032-345-5919,-,https://www.bcl.go.kr/,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,공립,2003,14681,939012.227484643,1942819.34237784,2003,2017,4300,꿈나무(작),BH,7,경기도 부천시 소사구 괴안동 108-1 역곡3동사무소 4층,꿈나무가족도서관,꿈나무가족도서관 (작은도서관),N,경기도,부천시,강서
4318,햇살이가득한작은도서관,"경기도 부천시 부천로90번길 51, 원미별마루 2층",37.487325,126.787116,경기도,부천시,141206,141206,032-652-3172,-,https://www.bcl.go.kr,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,공립,2003,14571,936977.055231952,1943358.7456568,2003,2017,4300,햇살(작),BI,7,경기도 부천시 원미동 127-5,햇살가득한작은도서관,햇살이가득한도서관 (작은도서관),N,경기도,부천시,강서
4319,행복한작은도서관,경기도 부천시 상오정로 10,37.5240083,126.785087,경기도,부천시,141096,141096,032-679-2907,-,https://www.bcl.go.kr,-,매주 일요일 / 법정공휴일,2,작은,공립,2003,14440,936828.59731975,1947429.93483818,2003,2017,4300,행복(작),BJ,7,경기도 부천시 오정구 오정동 611,행복한도서관(부천),행복한도서관(경기),N,경기도,부천시,강서
4320,사랑나무가족도서관,"경기도 부천시 계남로 336, 2층(부천시근로자종합복지관)",37.50069,126.78288,경기도,부천시,141198,141198,032-661-3034,-,https://www.bcl.go.kr,-,매주 일요일 / 법정공휴일,2,작은,공립,2004,14551,936613.860775082,1944844.36721999,2004,2017,4300,사랑(작),BK,7,경기도 부천시 원미구 중동 1093,사랑나무가족도서관,사랑나무가족도서관 (작은도서관),N,경기도,부천시,강서
4321,소새울가족작은도서관,경기도 부천시 소사로170번길 84,37.473298,126.800179,경기도,부천시,741002,741002,032-348-7077,-,https://www.bcl.go.kr,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,공립,2004,14765,938120.346205377,1941793.86293143,2004,2017,4300,소새울(작),BL,7,경기도 부천시 소사구 소사본3동 277-32,소새울가족도서관,소새울가족도서관,N,경기도,부천시,강서
4322,고리울꿈터작은도서관,경기도 부천시 고강로72번길 8,37.52938,126.81199,경기도,부천시,141183,141183,032-625-4744,-,https://www.bcl.go.kr/,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,공립,2005,14415,939210.199734378,1948008.17127822,2005,2017,4300,고리울(작),BM,7,경기도 부천시 오정구 고강1동 290-2,고리울꿈터 작은도서관,고리울꿈터 작은도서관,N,경기도,부천시,강서
4324,민들레홀씨작은도서관,경기도 부천시 상동로117번길 48,37.50819,126.75087,경기도,부천시,141185,141185,032-322-9702,-,https://www.bcl.go.kr,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,공립,2006,14540,933791.083981279,1945698.49706548,2006,2017,4300,민들레(작),BO,7,경기도 부천시 원미구 상동 528-5,민들레홀씨 작은도서관,민들레홀씨 작은도서관,N,경기도,부천시,강서
4325,시온고등학교 열린작은도서관,경기도 부천시 은성로 172-20,37.4715246,126.805999,경기도,부천시,641015,641015,032-340-0194,-,https://www.bcl.go.kr,-,"매월 짝수주 토요일, 일요일 / 법정공휴일",2,작은,공립,2011,14773,938633.519629565,1941593.3059275,2011,2017,4300,시온고(작),BP,7,경기도 부천시 소사구 범박동 산18-2,시온고등학교 열린작은도서관,시온고등학교 열린작은도서관,N,경기도,부천시,강서
4326,글마루작은도서관,경기도 부천시 경인옛로38번길 41,37.4789141,126.796399,경기도,부천시,741001,741001,032-346-3451,-,https://www.bcl.go.kr/,-,매주 일요일 / 법정공휴일,2,작은,공립,2013,14694,937790.761824154,1942419.42827114,2013,2017,4300,글마루(작),BQ,7,경기도 부천시 소사구 소사본동 133-8 디딤돌문화센터 1층,글마루작은도서관,글마루작은도서관,N,경기도,부천시,강서
4329,무지개작은도서관,"경기도 부천시 부일로 563, 2층",37.4846299,126.792729,경기도,부천시,741071,741071,032-342-0108,-,https://www.bcl.go.kr,-,매주 일요일 / 법정공휴일,2,작은,공립,2014,14647,937471.036209125,1943055.99598771,2014,2017,4300,무지개(작),BR,7,경기도 부천시 원미구 소사동 17-13,무지개작은도서관,무지개작은도서관,N,경기도,부천시,강서
4330,진말책향기작은도서관,경기도 부천시 장말로351번길 9,37.4909759,126.780646,경기도,부천시,741077,741077,032-661-8366,-,https://www.bcl.go.kr,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,공립,2014,14631,936408.158307116,1943768.14484376,2014,2017,4300,진말(작),BS,7,경기도 부천시 원미구 심곡동 427-6,진말 책향기 작은도서관,진말 책향기 작은도서관,N,경기도,부천시,강서
4335,부천시립송내도서관,경기도 부천시 경인로92번길 33,37.4849885,126.771038,경기도,부천시,141559,141559,032-625-4515,032-625-4519,http://www.bcl.go.kr/,07:00~22:00,매주 금요일 / 법정공휴일,1,공공,지자체,2015,14727,935553.642782879,1943110.40830578,2015,2015,4300,송내,AI,7,경기도 부천시 소사구 송내동 387-4,부천시립송내도서관,부천시립송내도서관,N,경기도,부천시,강서
4500,강남구립도곡정보문화도서관,서울특별시 강남구 도곡로18길 57,37.4881818,127.038923,서울특별시,강남구,111347,111347,1644-3227,02-529-0377,https://library.gangnam.go.kr/dogoklib/,"평일 09:00~22:00, 주말 09:00~17:00","매주 월요일 / 법정공휴일, 관장이 필요하다고 인정하는 날",1,공공,지자체,2013,06269,959238.832394507,1943315.00178659,2013,2015,4500,도곡정보,MA,1,서울특별시 강남구 도곡동 892-6,강남구립 도곡정보문화도서관,도곡정보문화도서관,Y,서울특별시,강남구,서울
4502,강남구립논현도서관,서울특별시 강남구 학동로43길 17,37.5173333,127.0372,서울특별시,강남구,111070,111070,02-3443-7650,02-542-6459,https://library.gangnam.go.kr/nhlib,"자료실(평일 09:00~22:00, 주말 09:00~17:00) 열람실(평일/주말 07:00~22:00)",매주 화요일 / 일요일을 제외한 법정공휴일,1,공공,지자체,1997,06058,959102.415424299,1946549.92272307,1997,2015,4500,논현,MB,1,서울특별시 강남구 논현동 114-24,강남구립논현도서관,논현도서관,N,서울특별시,강남구,서울
4503,대치1동작은도서관,서울특별시 강남구 남부순환로391길 19,37.4932557,127.056776,서울특별시,강남구,711266,711266,02-3452-1170,02-3452-1170,https://library.gangnam.go.kr/dch1lib,-,매주 월요일 / 일요일을 제외한 법정공휴일,2,작은,공립,2008,06280,960819.772306292,1943870.33687872,2008,2015,4500,대치1(작),SB,1,서울특별시 강남구 대치1동 646-2 대치1문화센터 지하1층,대치1작은도서관,대치1작은도서관,N,서울특별시,강남구,서울
4504,강남구립대치도서관,"서울특별시 강남구 삼성로 212, 은마아파트 복지상가 2층 215호",37.4953832,127.063706,서울특별시,강남구,111039,111039,02-565-6666,02-554-6666,https://library.gangnam.go.kr/dchlib,"자료실(월~금:09:00~21:00/ 토·일: 09:00~17:00), 열람실(월~일: 06:00~21:00)",매주 화요일 / 법정공휴일,1,공공,지자체,1999,06284,961433.469353643,1944103.50697403,1999,2015,4500,대치,MC,1,서울특별시 강남구 대치동 316 은마아파트 복지상가 2층 215호,강남구립대치도서관,대치도서관,N,서울특별시,강남구,서울
4505,강남구립행복한도서관,"서울특별시 강남구 영동대로65길 24, 대치2문화센터 3층",37.5022554,127.06415,서울특별시,강남구,111075,111075,02-567-3833,02-565-3834,https://library.gangnam.go.kr/happylib,"평일: 자료실(09:00~22:00) / 토,일: 자료실(09:00~17:00) ※ 사회적 거리두기 방침에 따라 운영시간 변동이 있으니 공지사항을 꼭 확인바랍니다.",매주 화요일 / 일요일을 제외한 법정공휴일,1,공공,지자체,2006,06187,961476.247919395,1944865.75078638,2006,2015,4500,행복한,ML,1,서울특별시 강남구 대치동 980-9,강남구립행복한도서관,행복한도서관,N,서울특별시,강남구,서울
4507,도곡2동작은도서관,서울특별시 강남구 남부순환로378길 34-9,37.483649,127.046369,서울특별시,강남구,,11134704,02-3423-7584,-,http://dg2lib.gangnam.go.kr/,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,공립,1999,06300,959894.671027762,1942808.92012819,1999,2015,4500,도곡2(작),TC,1,서울특별시 강남구 도곡2동 459,도곡2동문고,도곡2동문고,N,서울특별시,강남구,서울
4508,세곡도서관,서울특별시 강남구 밤고개로 286,37.469047,127.106916,서울특별시,강남구,711268,711268,02-445-0297,-,https://library.gangnam.go.kr/sklib,-,매주 월요일 / 일요일을 제외한 법정공휴일,2,작은,공립,2003,06377,965240.867635501,1941164.86239165,2003,2015,4500,세곡(작),SD,1,서울특별시 강남구 율현동 278-1,세곡도서관,세곡도서관,N,서울특별시,강남구,서울
4509,개포4동작은도서관,서울특별시 강남구 개포로38길 12,37.4787976,127.051507,서울특별시,강남구,,11134706,02-3423-7884,-,http://gp4lib.gangnam.go.kr/,평일(월~금) 09:00~17:30 / 점심 13:00~13:30,"매주 토요일, 일요일 / 법정공휴일",2,작은,공립,2011,06309,960346.358202368,1942268.51416135,2011,2015,4500,개포4(작),TD,1,서울특별시 강남구 개포동 1211-4,개포4동문고,개포4동문고,N,서울특별시,강남구,서울
4510,일원본동작은도서관,서울특별시 강남구 광평로 126,37.4833525,127.086445,서울특별시,강남구,,11134707,02-3423-8284,-,http://iblib.gangnam.go.kr/,-,"매월 셋째주 월요일 11:30~14:00, 매주 토요일 / 법정공휴일",2,작은,공립,2011,06361,963437.646019082,1942759.70853792,2011,2015,4500,일원본동(작),TE,1,서울특별시 강남구 일원본동 735-3,일원본동문고,일원본동문고,N,서울특별시,강남구,서울
4511,강남구립청담도서관,서울특별시 강남구 압구정로79길 26,37.5250583,127.0493,서울특별시,강남구,111069,111069,02-540-7042,02-540-7043,https://library.gangnam.go.kr/cdlib,"평일 - 09:00~22:00, 주말 - 09:00~17:00",매주 월요일 / 일요일을 제외한 법정공휴일,1,공공,지자체,1999,06012,960175.803038309,1947401.77333718,1999,2015,4500,청담,MK,1,서울특별시 강남구 청담동 124-1 청담주민센터 7층,강남구립청담도서관,청담도서관,N,서울특별시,강남구,서울
4512,논현정보도서관,서울특별시 강남구 학동로 169,37.517466,127.040487,서울특별시,강남구,111071,111071,02-511-7466,-,https://library.gangnam.go.kr/nhilib,"월~금 09~18시, 토 09~17시",매주 일요일 / 법정공휴일,2,작은,공립,2003,06046,959392.96078771,1946563.22114288,2003,2015,4500,논현정보,SA,1,서울특별시 강남구 논현동 58-13,강남구립 논현정보도서관,논현정보도서관,N,서울특별시,강남구,서울
4513,강남구립즐거운도서관,"서울특별시 강남구 도곡로77길 23, 4층",37.4997257,127.057818,서울특별시,강남구,111056,111056,02-565-7533,02-563-7383,https://library.gangnam.go.kr/jgwlib,일반자료실 및 어린이자료실 (평일)09:00-22:00 / (주말)09:00-17:00,매주 월요일 / 일요일을 제외한 법정공휴일,1,공공,지자체,2004,06204,960915.255905171,1944587.70773301,2004,2015,4500,즐거운,MJ,1,서울특별시 강남구 대치4동 928-22,즐거운도서관,즐거운 도서관,N,서울특별시,강남구,서울
4514,강남구립정다운도서관,서울특별시 강남구 학동로67길 11,37.5190642,127.046371,서울특별시,강남구,111073,111073,02-512-9326,-,https://library.gangnam.go.kr/jdwlib,평일: 09시-22시 주말: 09시-17시,매주 화요일 / 일요일을 제외한 법정공휴일,1,공공,지자체,2004,06066,959913.786091972,1946738.00823184,2004,2015,4500,정다운,MI,1,서울특별시 강남구 청담동 35-10,강남구립 정다운도서관,정다운도서관,N,서울특별시,강남구,서울
29300,미추홀도서관,인천광역시 남동구 인주대로776번길 53,37.4469986,126.7248424,인천광역시,남동구,123001,123001,032-462-3900,032-440-8870,https://www.michuhollib.go.kr/,"[일반 열람실 1, 2, 3 : 06:00~22:00] [일반·종합자료실 : 9:00~20:00(평일) / 9:00~18:00(주말)] [어린이자료실(꿈나무터) : 9:00~18:00(평일) / 9:00~17:00(주말)] [그 외 시설 : 9:00~18:00 (나눔터 주말 미운영)]",매주 금요일 / 법정공휴일,1,공공,지자체,,21588,931434.81277290,1938928.25665675,,2020,29300,미추홀,MA,2,,,,Y,인천광역시,남동구,인천
4515,강남구립역삼도서관,서울특별시 강남구 역삼로7길 16,37.4952602,127.033191,서울특별시,강남구,111103,111103,02-508-1139,02-508-1139,https://library.gangnam.go.kr/yslib,"자료실(평일 09:00~22:00, 주말 09:00~17:00), 열람실(평일/주말 07:00~22:00)",매주 월요일 / 일요일을 제외한 법정공휴일,1,공공,지자체,2007,06244,958735.990590888,1944102.80116316,2007,2015,4500,역삼,MF,1,서울특별시 강남구 역삼1동 829-20,강남구립 역삼도서관,역삼도서관,N,서울특별시,강남구,서울
4516,강남구립열린도서관,"서울특별시 강남구 일원로 115, 삼성생명빌딩 B동 203호",37.483932,127.084402,서울특별시,강남구,711265,711265,02-3412-3970,-,https://library.gangnam.go.kr/yllib,"평일 오전 9시~오후 10시, 주말 오전 9시~오후5시",매주 월요일 / 일요일을 제외한 법정공휴일,1,공공,공립,2008,06060,959408.490817291,1946558.40788626,2008,2015,4500,열린,MH,1,서울특별시 강남구 논현동 119,열린도서관,열린도서관,N,서울특별시,강남구,서울
4517,강남구립역삼푸른솔도서관,서울특별시 강남구 테헤란로8길 36,37.4964736,127.031856,서울특별시,강남구,111127,111127,02-2051-1178,02-2051-1178,https://library.gangnam.go.kr/ysplib,"자료실: 09시~18시(월~금) 09시~17시(토,일) / 열람실: 07시~22시",매주 화요일 / 법정공휴일,1,공공,지자체,2009,06240,958618.650899794,1944238.00613464,2009,2015,4500,푸른솔,MG,1,서울특별시 강남구 역삼동 827-61 4층,강남구립역삼푸른솔도서관,역삼 푸른솔 도서관,N,서울특별시,강남구,서울
4518,삼성도서관,서울특별시 강남구 봉은사로 616,37.514345,127.062646,서울특별시,강남구,711267,711267,02-568-9984,02-568-9983,https://library.gangnam.go.kr/sslib,-,매주 화요일 / 법정공휴일,2,작은,공립,2009,06170,961349.546175248,1946207.63175967,2009,2015,4500,삼성(작),SC,1,서울특별시 강남구 삼성동 161-2 삼성1동주민센터 동관 4층,삼성도서관,삼성도서관,N,서울특별시,강남구,서울
4519,역삼2동작은도서관,"서울특별시 강남구 언주로 314, 2층",37.4958791,127.046416,서울특별시,강남구,711269,711269,02-567-0930,-,https://library.gangnam.go.kr/ys2lib,-,매주 일요일 / 법정공휴일,2,작은,공립,2010,06219,959905.363949396,1944165.74849058,2010,2015,4500,역삼2(작),SE,1,서울특별시 강남구 역삼2동 761-26,역삼2작은도서관,역삼2작은도서관,N,서울특별시,강남구,서울
4520,신사동작은도서관,서울특별시 강남구 압구정로 128,37.5240101,127.022781,서울특별시,강남구,,11134711,02-3423-7334,-,http://sinsalib.gangnam.go.kr/,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,공립,2011,06029,957831.9601835,1947297.03967184,2011,2015,4500,신사(작),TA,1,서울특별시 강남구 신사동 548-1,신사동문고,신사동문고,N,서울특별시,강남구,서울
4521,압구정동문고,서울특별시 강남구 압구정로33길 48,37.530642,127.030713,서울특별시,강남구,111227,111227,02-3423-7634,-,http://agjlib.gangnam.go.kr/,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,공립,2011,06004,958536.522933327,1948029.28375018,2011,2015,4500,압구정(작),TB,1,서울특별시 강남구 압구정동 426,압구정동문고,압구정동문고,N,서울특별시,강남구,서울
4522,일원2동문고,서울특별시 강남구 개포로 607,37.4922791,127.074474,서울특별시,강남구,,11134712,02-3423-8456,-,https://library.gangnam.go.kr/,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,-,-,06335,962383.76250379,1943754.77024567,,2015,4500,일원2(작),TH,1,서울특별시 강남구 개포동 12-6,일원2동문고,일원2동문고,N,서울특별시,강남구,서울
4523,수서동작은도서관,서울특별시 강남구 광평로 301-4,37.4888635,127.104844,서울특별시,강남구,,11134713,02-3423-8584,-,http://suseolib.gangnam.go.kr/,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,공립,2011,06349,965066.872803027,1943364.12982228,2011,2015,4500,수서(작),TG,1,서울특별시 강남구 수서동 718-2,수서동문고,수서동문고,N,서울특별시,강남구,서울
4527,일원1동작은도서관,서울특별시 강남구 양재대로55길 14,37.491839,127.087962,서울특별시,강남구,,11134717,02-3423-8384,-,http://iw1lib.gangnam.go.kr/,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,공립,2015,06341,963575.885182727,1943700.63964415,2015,2015,4500,일원1(작),TF,1,서울특별시 강남구 일원1동 712-3,일원1동 작은도서관,일원1동작은도서관,N,서울특별시,강남구,서울
4100,안성시립중앙도서관,경기도 안성시 안성맞춤대로 1150,37.0152864,127.2686,경기도,안성시,141168,141168,031-676-7941,031-678-5309,http://www.apl.go.kr/,08:00~24:00,"매주 월요일 / 일요일을 제외한 법정공휴일(단, 일요일과 공휴일이 겹칠시에는 휴관)",1,공공,지자체,2008,17587,979415.044921669,1890778.1522399,2008,2015,4100,중앙,1,7,경기도 안성시 금산동 189,안성시립중앙도서관,안성시립중앙도서관,Y,경기도,안성시,이천
4101,안성시립보개도서관,경기도 안성시 보개면 종합운동장로 205,37.0150259,127.322491,경기도,안성시,141289,141289,031-678-5330,031-678-5339,http://www.apl.go.kr/,"그림책방, 종합자료실 09:00 ~ 18:00 / 책다락 만화책방, 독립출판물 전시실 09:00 ~ 20:00(주말 09:00 ~ 18:00)","매주 월요일 / 일요일을 제외한 법정공휴일(단, 일요일과 공휴일이 겹칠시에는 휴관)",1,공공,지자체,1996,17508,984209.048713847,1890738.95499445,1996,2015,4100,보개,2,7,경기도 안성시 보개면 양복리 238-1,안성시립보개도서관,보개도서관,N,경기도,안성시,이천
4102,안성시립일죽도서관,"경기도 안성시 일죽면 금일로 433, 4층",37.0942077,127.475151,경기도,안성시,141294,141294,031-678-3230,031-678-6856,http://www.apl.go.kr/,-,매주 일요일 / 법정공휴일,1,공공,지자체,2015,17529,997791.764390545,1899508.49315792,2015,2015,4100,일죽,3,7,경기도 안성시 일죽면 송천리 산35-9 일죽복지회관 2층,일죽작은도서관,일죽도서관,N,경기도,안성시,이천
4103,안성송정작은도서관,"경기도 안성시 공도읍 양기길 46, 송정아파트 관리사무소 2층",37.00451,127.20054,경기도,안성시,141292,141292,031-618-0064,-,http://www.apl.go.kr/,-,매주 일요일 / 법정공휴일,2,작은,공립,2002,17558,973356.766986292,1889599.57061307,2002,2015,4100,송정작은,4,7,경기도 안성시 공도읍 양기리 567 송정아파트 관리사무소 2층,송정아파트작은도서관,송정도서관,N,경기도,안성시,이천
